Day,Weight
2025-01-20,39.52
2025-01-29,66.0
2025-04-26,27.437575757575768
2025-05-22,37.562424242424235
2025-06-10,28.080000000000005
2025-07-30,68.49212121212122
2025-10-17,61.50787878787878
2025-11-18,36.4
