Name,periods,buses,lines,conductors,subs_hv,subs_mv,SetUnion_OrderedSet,Value
subs_hv_P,17.0,,,,1.0,,,0.0
subs_hv_P,18.0,,,,0.0,,,0.03903271837189054
subs_hv_P,18.0,,,,1.0,,,0.0
subs_hv_P,19.0,,,,0.0,,,0.03908333004938793
subs_hv_P,19.0,,,,1.0,,,0.0
subs_hv_P,20.0,,,,0.0,,,0.04106776018354375
subs_hv_P,20.0,,,,1.0,,,0.0
subs_hv_P,21.0,,,,0.0,,,0.04047553940394246
subs_hv_P,21.0,,,,1.0,,,0.0
subs_hv_P,22.0,,,,0.0,,,0.03690836673258948
subs_hv_P,22.0,,,,1.0,,,0.0
subs_hv_P,23.0,,,,0.0,,,0.04385715034350039
subs_hv_P,23.0,,,,1.0,,,0.0
subs_hv_P,24.0,,,,0.0,,,0.041032587656767684
subs_hv_P,24.0,,,,1.0,,,0.0
subs_hv_P,25.0,,,,0.0,,,0.04285239488193777
subs_hv_P,25.0,,,,1.0,,,0.0
subs_hv_P,26.0,,,,0.0,,,0.04564738596070094
subs_hv_P,26.0,,,,1.0,,,0.0
subs_hv_P,27.0,,,,0.0,,,0.038167201188378554
subs_hv_P,27.0,,,,1.0,,,0.0
subs_hv_P,28.0,,,,0.0,,,0.04019471775692399
subs_hv_P,28.0,,,,1.0,,,0.0
subs_hv_P,29.0,,,,0.0,,,0.03674076644750448
subs_hv_P,29.0,,,,1.0,,,0.0
subs_hv_P,30.0,,,,0.0,,,0.038759376224192774
subs_hv_P,30.0,,,,1.0,,,0.0
subs_hv_P,31.0,,,,0.0,,,0.04033944467304775
subs_hv_P,31.0,,,,1.0,,,0.0
subs_hv_P,32.0,,,,0.0,,,0.035569005832830965
subs_hv_P,32.0,,,,1.0,,,0.0
subs_hv_P,33.0,,,,0.0,,,0.02910485469647169
subs_hv_P,33.0,,,,1.0,,,0.0
subs_hv_P,34.0,,,,0.0,,,0.024133268777133145
subs_hv_P,34.0,,,,1.0,,,0.0
subs_hv_P,35.0,,,,0.0,,,0.019980479685469732
subs_hv_P,35.0,,,,1.0,,,0.0
subs_hv_P,36.0,,,,0.0,,,0.017372107074891452
subs_hv_P,36.0,,,,1.0,,,0.0
subs_hv_P,37.0,,,,0.0,,,0.018263672740611765
subs_hv_P,37.0,,,,1.0,,,0.0
subs_hv_P,38.0,,,,0.0,,,0.022931630607667685
subs_hv_P,38.0,,,,1.0,,,0.0
subs_hv_P,39.0,,,,0.0,,,0.033121191053104744
subs_hv_P,39.0,,,,1.0,,,0.0
subs_hv_P,40.0,,,,0.0,,,0.03914677132240398
subs_hv_P,40.0,,,,1.0,,,0.0
subs_hv_P,41.0,,,,0.0,,,0.03543653409855714
subs_hv_P,41.0,,,,1.0,,,0.0
subs_hv_P,42.0,,,,0.0,,,0.03741963265476256
subs_hv_P,42.0,,,,1.0,,,0.0
subs_hv_P,43.0,,,,0.0,,,0.03819926088542839
subs_hv_P,43.0,,,,1.0,,,0.0
subs_hv_P,44.0,,,,0.0,,,0.04110695716686993
subs_hv_P,44.0,,,,1.0,,,0.0
subs_hv_P,45.0,,,,0.0,,,0.04205747175446515
subs_hv_P,45.0,,,,1.0,,,0.0
subs_hv_P,46.0,,,,0.0,,,0.04066479079107777
subs_hv_P,46.0,,,,1.0,,,0.0
subs_hv_P,47.0,,,,0.0,,,0.03584420435805394
subs_hv_P,47.0,,,,1.0,,,0.0
subs_hv_P,48.0,,,,0.0,,,0.03968538423119452
subs_hv_P,48.0,,,,1.0,,,0.0
subs_hv_Q,1.0,,,,0.0,,,0.03993164770091222
subs_hv_Q,1.0,,,,1.0,,,0.0
subs_hv_Q,2.0,,,,0.0,,,0.04298939099179202
subs_hv_Q,2.0,,,,1.0,,,0.0
subs_hv_Q,3.0,,,,0.0,,,0.041529291008499634
subs_hv_Q,3.0,,,,1.0,,,0.0
subs_hv_Q,4.0,,,,0.0,,,0.03954300700238605
subs_hv_Q,4.0,,,,1.0,,,0.0
subs_hv_Q,5.0,,,,0.0,,,0.03511552337997709
subs_hv_Q,5.0,,,,1.0,,,0.0
subs_hv_Q,6.0,,,,0.0,,,0.03916903470860089
subs_hv_Q,6.0,,,,1.0,,,0.0
subs_hv_Q,7.0,,,,0.0,,,0.04246825563060646
subs_hv_Q,7.0,,,,1.0,,,0.0
