Day,Weight
2025-01-27,21.827586206896594
2025-02-26,66.0
2025-04-30,65.0
2025-05-26,30.965517241378823
2025-08-04,26.896551724138067
2025-09-05,65.0
2025-11-02,65.0
2025-12-16,24.310344827586142
